,bodyId,instance,type,pre,post,downstream,upstream,mito,size,status,cropped,statusLabel,cellBodyFiber,somaRadius,somaLocation,roiInfo,notes,inputRois,outputRois
2066,2223942456,,,2,3,11,3,0,1505514,Assign,,0.5assign,,,,"{'OL(R)': {'pre': 2, 'post': 3, 'downstream': 11, 'upstream': 3}, 'ME(R)': {'pre': 2, 'post': 3, 'downstream': 11, 'upstream': 3}}",,"['ME(R)', 'OL(R)']","['ME(R)', 'OL(R)']"
2067,2223942592,,,17,14,77,14,14,26879451,Traced,True,Leaves,,,,"{'OL(R)': {'pre': 17, 'post': 14, 'downstream': 77, 'upstream': 14, 'mito': 13, 'dark': 13}, 'ME(R)': {'pre': 17, 'post': 14, 'downstream': 77, 'upstream': 14, 'mito': 13, 'dark': 13}}",,"['ME(R)', 'OL(R)']","['ME(R)', 'OL(R)']"
2068,2223942629,,,21,63,135,63,16,29534828,Traced,True,Leaves,,,,"{'OL(R)': {'pre': 21, 'post': 63, 'downstream': 135, 'upstream': 63, 'mito': 16, 'dark': 15, 'medium': 1}, 'ME(R)': {'pre': 21, 'post': 63, 'downstream': 135, 'upstream': 63, 'mito': 16, 'dark': 15, 'medium': 1}}",,"['ME(R)', 'OL(R)']","['ME(R)', 'OL(R)']"
2069,2223942786,,,14,19,100,19,13,27544109,Traced,True,Leaves,,,,"{'OL(R)': {'pre': 14, 'post': 19, 'downstream': 100, 'upstream': 19, 'mito': 13, 'dark': 11, 'medium': 2}, 'ME(R)': {'pre': 14, 'post': 19, 'downstream': 100, 'upstream': 19, 'mito': 13, 'dark': 11, 'medium': 2}}",,"['ME(R)', 'OL(R)']","['ME(R)', 'OL(R)']"
2070,2223942884,,,2,2,11,2,1,2662908,Assign,,0.5assign,,,,"{'OL(R)': {'pre': 2, 'post': 2, 'downstream': 11, 'upstream': 2, 'mito': 1, 'medium': 1}, 'ME(R)': {'pre': 2, 'post': 2, 'downstream': 11, 'upstream': 2, 'mito': 1, 'medium': 1}}",,"['ME(R)', 'OL(R)']","['ME(R)', 'OL(R)']"
2071,2223943013,,,3,1,28,1,0,1823640,Assign,,0.5assign,,,,"{'OL(R)': {'pre': 3, 'post': 1, 'downstream': 28, 'upstream': 1}, 'ME(R)': {'pre': 3, 'post': 1, 'downstream': 28, 'upstream': 1}}",,"['ME(R)', 'OL(R)']","['ME(R)', 'OL(R)']"
2072,2223946359,,,8,5,53,5,0,6020005,Traced,True,Leaves,,,,"{'OL(R)': {'pre': 8, 'post': 5, 'downstream': 53, 'upstream': 5}, 'ME(R)': {'pre': 8, 'post': 5, 'downstream': 53, 'upstream': 5}}",,"['ME(R)', 'OL(R)']","['ME(R)', 'OL(R)']"
2073,2223946489,,,6,5,33,5,3,5149008,Traced,True,Leaves,,,,"{'OL(R)': {'pre': 6, 'post': 5, 'downstream': 33, 'upstream': 5, 'mito': 3, 'dark': 1, 'medium': 2}, 'ME(R)': {'pre': 6, 'post': 5, 'downstream': 33, 'upstream': 5, 'mito': 3, 'dark': 1, 'medium': 2}}",,"['ME(R)', 'OL(R)']","['ME(R)', 'OL(R)']"
2074,2223947342,,,2,2,13,2,3,4573298,Assign,,0.5assign,,,,"{'OL(R)': {'pre': 2, 'post': 2, 'downstream': 13, 'upstream': 2, 'mito': 2, 'dark': 2}, 'ME(R)': {'pre': 2, 'post': 2, 'downstream': 13, 'upstream': 2, 'mito': 2, 'dark': 2}}",,"['ME(R)', 'OL(R)']","['ME(R)', 'OL(R)']"
2075,2223947428,,,3,4,22,4,3,4851179,Assign,,0.5assign,,,,"{'OL(R)': {'pre': 3, 'post': 4, 'downstream': 22, 'upstream': 4, 'mito': 3, 'dark': 3}, 'ME(R)': {'pre': 3, 'post': 4, 'downstream': 22, 'upstream': 4, 'mito': 3, 'dark': 3}}",,"['ME(R)', 'OL(R)']","['ME(R)', 'OL(R)']"
2076,2223951149,,,69,88,404,88,32,88210051,Traced,True,Leaves,,,,"{'OL(R)': {'pre': 69, 'post': 88, 'downstream': 404, 'upstream': 88, 'mito': 31, 'dark': 12, 'medium': 19}, 'ME(R)': {'pre': 69, 'post': 88, 'downstream': 404, 'upstream': 88, 'mito': 31, 'dark': 12, 'medium': 19}}",,"['ME(R)', 'OL(R)']","['ME(R)', 'OL(R)']"
2077,2223951702,,,2,2,15,2,1,2025049,Assign,,0.5assign,,,,"{'OL(R)': {'pre': 2, 'post': 2, 'downstream': 15, 'upstream': 2, 'mito': 1, 'dark': 1}, 'ME(R)': {'pre': 2, 'post': 2, 'downstream': 15, 'upstream': 2, 'mito': 1, 'dark': 1}}",,"['ME(R)', 'OL(R)']","['ME(R)', 'OL(R)']"
2078,2223951730,,,7,15,35,15,6,8578245,Traced,True,Leaves,,,,"{'OL(R)': {'pre': 7, 'post': 15, 'downstream': 35, 'upstream': 15, 'mito': 6, 'dark': 6}, 'ME(R)': {'pre': 7, 'post': 15, 'downstream': 35, 'upstream': 15, 'mito': 6, 'dark': 6}}",,"['ME(R)', 'OL(R)']","['ME(R)', 'OL(R)']"
2079,2223955898,,,73,56,477,56,26,71340468,Traced,True,Leaves,,,,"{'OL(R)': {'pre': 73, 'post': 56, 'downstream': 477, 'upstream': 56, 'mito': 25, 'dark': 24, 'medium': 1}, 'ME(R)': {'pre': 73, 'post': 54, 'downstream': 477, 'upstream': 54, 'mito': 24, 'dark': 23, 'medium': 1}, 'AME(R)': {'post': 2, 'upstream': 2}}",,"['AME(R)', 'ME(R)', 'OL(R)']","['ME(R)', 'OL(R)']"
2080,2224282938,,,10,4,38,4,2,41820678,Traced,True,Leaves,,,,"{'OL(R)': {'pre': 10, 'post': 4, 'downstream': 38, 'upstream': 4, 'mito': 2, 'medium': 2}, 'ME(R)': {'pre': 10, 'post': 4, 'downstream': 38, 'upstream': 4, 'mito': 2, 'medium': 2}}",,"['ME(R)', 'OL(R)']","['ME(R)', 'OL(R)']"
2081,2224282981,,,2,2,16,2,1,3236506,Assign,,0.5assign,,,,"{'OL(R)': {'pre': 2, 'post': 2, 'downstream': 16, 'upstream': 2, 'mito': 1, 'dark': 1}, 'ME(R)': {'pre': 2, 'post': 2, 'downstream': 16, 'upstream': 2, 'mito': 1, 'dark': 1}}",,"['ME(R)', 'OL(R)']","['ME(R)', 'OL(R)']"
2082,2224283184,,,7,7,42,7,1,8599890,Traced,True,Leaves,,,,"{'OL(R)': {'pre': 7, 'post': 7, 'downstream': 42, 'upstream': 7, 'mito': 1, 'dark': 1}, 'ME(R)': {'pre': 7, 'post': 7, 'downstream': 42, 'upstream': 7, 'mito': 1, 'dark': 1}}",,"['ME(R)', 'OL(R)']","['ME(R)', 'OL(R)']"
2083,2224283285,,,9,20,50,20,12,28494848,Traced,True,Leaves,,,,"{'OL(R)': {'pre': 9, 'post': 20, 'downstream': 50, 'upstream': 20, 'mito': 12, 'dark': 12}, 'ME(R)': {'pre': 9, 'post': 20, 'downstream': 50, 'upstream': 20, 'mito': 12, 'dark': 12}}",,"['ME(R)', 'OL(R)']","['ME(R)', 'OL(R)']"
2084,2224283558,,,2,2,7,2,0,2752846,Assign,,0.5assign,,,,"{'OL(R)': {'pre': 2, 'post': 2, 'downstream': 7, 'upstream': 2}, 'ME(R)': {'pre': 2, 'post': 2, 'downstream': 7, 'upstream': 2}}",,"['ME(R)', 'OL(R)']","['ME(R)', 'OL(R)']"
2085,2224283603,,,27,25,188,25,8,21075993,Traced,True,Leaves,,,,"{'OL(R)': {'pre': 27, 'post': 25, 'downstream': 188, 'upstream': 25, 'mito': 7, 'dark': 6, 'medium': 1}, 'ME(R)': {'pre': 27, 'post': 25, 'downstream': 188, 'upstream': 25, 'mito': 7, 'dark': 6, 'medium': 1}}",,"['ME(R)', 'OL(R)']","['ME(R)', 'OL(R)']"
2086,2224287368,,,5,14,29,14,5,7795708,Traced,True,Leaves,,,,"{'OL(R)': {'pre': 5, 'post': 14, 'downstream': 29, 'upstream': 14, 'mito': 5, 'dark': 2, 'medium': 3}, 'ME(R)': {'pre': 5, 'post': 14, 'downstream': 29, 'upstream': 14, 'mito': 5, 'dark': 2, 'medium': 3}}",,"['ME(R)', 'OL(R)']","['ME(R)', 'OL(R)']"
2087,2224287447,,,30,26,126,26,7,138124871,Traced,True,Leaves,,,,"{'OL(R)': {'pre': 30, 'post': 26, 'downstream': 126, 'upstream': 26, 'mito': 7, 'dark': 2, 'medium': 5}, 'ME(R)': {'pre': 30, 'post': 26, 'downstream': 126, 'upstream': 26, 'mito': 7, 'dark': 2, 'medium': 5}}",,"['ME(R)', 'OL(R)']","['ME(R)', 'OL(R)']"
2088,2224288058,,,19,27,94,27,14,26792293,Traced,True,Leaves,,,,"{'OL(R)': {'pre': 19, 'post': 27, 'downstream': 94, 'upstream': 27, 'mito': 12, 'dark': 12}, 'ME(R)': {'pre': 19, 'post': 27, 'downstream': 94, 'upstream': 27, 'mito': 12, 'dark': 12}}",,"['ME(R)', 'OL(R)']","['ME(R)', 'OL(R)']"
2089,2224291302,,,51,87,288,87,26,56525393,Traced,True,Leaves,,,,"{'OL(R)': {'pre': 51, 'post': 87, 'downstream': 288, 'upstream': 87, 'mito': 23, 'dark': 13, 'medium': 10}, 'ME(R)': {'pre': 51, 'post': 87, 'downstream': 288, 'upstream': 87, 'mito': 23, 'dark': 13, 'medium': 10}}",,"['ME(R)', 'OL(R)']","['ME(R)', 'OL(R)']"
2090,2224291551,,,3,15,13,15,0,2777967,Orphan,,Orphan hotknife,,,,"{'OL(R)': {'pre': 3, 'post': 15, 'downstream': 13, 'upstream': 15}, 'ME(R)': {'pre': 3, 'post': 15, 'downstream': 13, 'upstream': 15}}",,"['ME(R)', 'OL(R)']","['ME(R)', 'OL(R)']"
2091,2224292234,,,11,14,73,14,7,18299912,Traced,True,Leaves,,,,"{'OL(R)': {'pre': 11, 'post': 14, 'downstream': 73, 'upstream': 14, 'mito': 7, 'medium': 7}, 'ME(R)': {'pre': 11, 'post': 14, 'downstream': 73, 'upstream': 14, 'mito': 7, 'medium': 7}}",,"['ME(R)', 'OL(R)']","['ME(R)', 'OL(R)']"
2092,2224296226,,,3,1,17,1,1,4690396,Assign,,0.5assign,,,,"{'OL(R)': {'pre': 3, 'post': 1, 'downstream': 17, 'upstream': 1, 'mito': 1, 'dark': 1}, 'ME(R)': {'pre': 3, 'post': 1, 'downstream': 17, 'upstream': 1, 'mito': 1, 'dark': 1}}",,"['ME(R)', 'OL(R)']","['ME(R)', 'OL(R)']"
2093,2224623874,,,2,2,9,2,1,2426023,Traced,True,Leaves,,,,"{'OL(R)': {'pre': 2, 'post': 2, 'downstream': 9, 'upstream': 2, 'mito': 1, 'dark': 1}, 'ME(R)': {'pre': 2, 'post': 2, 'downstream': 9, 'upstream': 2, 'mito': 1, 'dark': 1}}",,"['ME(R)', 'OL(R)']","['ME(R)', 'OL(R)']"
2094,2224623943,,,3,2,10,2,0,1701411,Assign,,0.5assign,,,,"{'OL(R)': {'pre': 3, 'post': 2, 'downstream': 10, 'upstream': 2}, 'ME(R)': {'pre': 3, 'post': 2, 'downstream': 10, 'upstream': 2}}",,"['ME(R)', 'OL(R)']","['ME(R)', 'OL(R)']"
2095,2224623948,,,7,9,39,9,5,6943185,Traced,True,Leaves,,,,"{'OL(R)': {'pre': 7, 'post': 9, 'downstream': 39, 'upstream': 9, 'mito': 5, 'dark': 5}, 'ME(R)': {'pre': 7, 'post': 9, 'downstream': 39, 'upstream': 9, 'mito': 5, 'dark': 5}}",,"['ME(R)', 'OL(R)']","['ME(R)', 'OL(R)']"
2096,2224624287,,,2,5,9,5,1,2306342,Assign,,0.5assign,,,,"{'OL(R)': {'pre': 2, 'post': 5, 'downstream': 9, 'upstream': 5, 'mito': 1, 'dark': 1}, 'ME(R)': {'pre': 2, 'post': 5, 'downstream': 9, 'upstream': 5, 'mito': 1, 'dark': 1}}",,"['ME(R)', 'OL(R)']","['ME(R)', 'OL(R)']"
2097,2224624290,,,31,94,177,94,16,51465477,Traced,True,Leaves,,,,"{'OL(R)': {'pre': 31, 'post': 93, 'downstream': 177, 'upstream': 93, 'mito': 16, 'dark': 16}, 'ME(R)': {'pre': 31, 'post': 93, 'downstream': 177, 'upstream': 93, 'mito': 15, 'dark': 15}}",,"['ME(R)', 'OL(R)']","['ME(R)', 'OL(R)']"
2098,2224624523,,,2,1,14,1,1,1724451,Traced,True,Leaves,,,,"{'OL(R)': {'pre': 2, 'post': 1, 'downstream': 14, 'upstream': 1, 'mito': 1, 'dark': 1}, 'ME(R)': {'pre': 2, 'post': 1, 'downstream': 14, 'upstream': 1, 'mito': 1, 'dark': 1}}",,"['ME(R)', 'OL(R)']","['ME(R)', 'OL(R)']"
2099,2224624564,,,28,46,164,46,25,43205351,Traced,True,Leaves,,,,"{'OL(R)': {'pre': 28, 'post': 46, 'downstream': 164, 'upstream': 46, 'mito': 24, 'dark': 22, 'medium': 2}, 'ME(R)': {'pre': 28, 'post': 46, 'downstream': 164, 'upstream': 46, 'mito': 24, 'dark': 22, 'medium': 2}}",,"['ME(R)', 'OL(R)']","['ME(R)', 'OL(R)']"
2100,2224628939,,,63,48,397,48,28,65316431,Traced,True,Leaves,,,,"{'OL(R)': {'pre': 63, 'post': 48, 'downstream': 397, 'upstream': 48, 'mito': 28, 'dark': 26, 'medium': 2}, 'ME(R)': {'pre': 63, 'post': 48, 'downstream': 397, 'upstream': 48, 'mito': 28, 'dark': 26, 'medium': 2}}",,"['ME(R)', 'OL(R)']","['ME(R)', 'OL(R)']"
2101,2224628985,,,11,28,44,28,5,10627504,Traced,True,Leaves,,,,"{'OL(R)': {'pre': 11, 'post': 28, 'downstream': 44, 'upstream': 28, 'mito': 5, 'dark': 5}, 'ME(R)': {'pre': 11, 'post': 28, 'downstream': 44, 'upstream': 28, 'mito': 5, 'dark': 5}}",,"['ME(R)', 'OL(R)']","['ME(R)', 'OL(R)']"
2102,2224637052,,,32,119,207,119,25,47558737,Traced,True,Leaves,,,,"{'OL(R)': {'pre': 32, 'post': 119, 'downstream': 207, 'upstream': 119, 'mito': 23, 'dark': 22, 'medium': 1}, 'ME(R)': {'pre': 32, 'post': 119, 'downstream': 207, 'upstream': 119, 'mito': 23, 'dark': 22, 'medium': 1}}",,"['ME(R)', 'OL(R)']","['ME(R)', 'OL(R)']"
2103,2224641061,,,46,52,211,52,15,38948517,Traced,True,Leaves,,,,"{'OL(R)': {'pre': 46, 'post': 52, 'downstream': 211, 'upstream': 52, 'mito': 13, 'dark': 12, 'medium': 1}, 'ME(R)': {'pre': 46, 'post': 52, 'downstream': 211, 'upstream': 52, 'mito': 11, 'dark': 10, 'medium': 1}}",,"['ME(R)', 'OL(R)']","['ME(R)', 'OL(R)']"
2104,2224641281,,,2,7,11,7,2,5015832,Orphan,,Orphan,,,,"{'OL(R)': {'pre': 2, 'post': 7, 'downstream': 11, 'upstream': 7, 'mito': 2, 'dark': 1, 'medium': 1}, 'ME(R)': {'pre': 2, 'post': 7, 'downstream': 11, 'upstream': 7, 'mito': 2, 'dark': 1, 'medium': 1}}",,"['ME(R)', 'OL(R)']","['ME(R)', 'OL(R)']"
2105,2224965261,,,3,17,12,17,5,7974414,Traced,True,Leaves,,,,"{'OL(R)': {'pre': 3, 'post': 17, 'downstream': 12, 'upstream': 17, 'mito': 5, 'dark': 5}, 'ME(R)': {'pre': 3, 'post': 17, 'downstream': 12, 'upstream': 17, 'mito': 5, 'dark': 5}}",,"['ME(R)', 'OL(R)']","['ME(R)', 'OL(R)']"
2106,2224965903,,,23,21,107,21,2,29670100,Traced,True,Leaves,,,,"{'OL(R)': {'pre': 23, 'post': 21, 'downstream': 107, 'upstream': 21, 'mito': 2, 'dark': 2}, 'ME(R)': {'pre': 23, 'post': 21, 'downstream': 107, 'upstream': 21, 'mito': 2, 'dark': 2}}",,"['ME(R)', 'OL(R)']","['ME(R)', 'OL(R)']"
2107,2224965944,,,6,12,42,12,6,8370059,Traced,True,Leaves,,,,"{'OL(R)': {'pre': 6, 'post': 12, 'downstream': 42, 'upstream': 12, 'mito': 6, 'dark': 5, 'medium': 1}, 'ME(R)': {'pre': 6, 'post': 12, 'downstream': 42, 'upstream': 12, 'mito': 6, 'dark': 5, 'medium': 1}}",,"['ME(R)', 'OL(R)']","['ME(R)', 'OL(R)']"
2108,2224969193,,,5,32,17,32,12,16645260,Traced,True,Leaves,,,,"{'OL(R)': {'pre': 5, 'post': 32, 'downstream': 17, 'upstream': 32, 'mito': 12, 'dark': 12}, 'ME(R)': {'pre': 5, 'post': 32, 'downstream': 17, 'upstream': 32, 'mito': 12, 'dark': 12}}",,"['ME(R)', 'OL(R)']","['ME(R)', 'OL(R)']"
2109,2224969213,,,5,6,38,6,3,9508935,Traced,True,Leaves,,,,"{'OL(R)': {'pre': 5, 'post': 6, 'downstream': 38, 'upstream': 6, 'mito': 3, 'dark': 2, 'medium': 1}, 'ME(R)': {'pre': 5, 'post': 6, 'downstream': 38, 'upstream': 6, 'mito': 3, 'dark': 2, 'medium': 1}}",,"['ME(R)', 'OL(R)']","['ME(R)', 'OL(R)']"
2110,2224969920,,,2,2,14,2,0,1061911,Assign,,0.5assign,,,,"{'OL(R)': {'pre': 2, 'post': 2, 'downstream': 14, 'upstream': 2}, 'ME(R)': {'pre': 2, 'post': 2, 'downstream': 14, 'upstream': 2}}",,"['ME(R)', 'OL(R)']","['ME(R)', 'OL(R)']"
2111,2224973709,,,8,25,49,25,8,15920735,Traced,True,Leaves,,,,"{'OL(R)': {'pre': 8, 'post': 25, 'downstream': 49, 'upstream': 25, 'mito': 8, 'dark': 7, 'medium': 1}, 'ME(R)': {'pre': 8, 'post': 25, 'downstream': 49, 'upstream': 25, 'mito': 8, 'dark': 7, 'medium': 1}}",,"['ME(R)', 'OL(R)']","['ME(R)', 'OL(R)']"
2112,2224974337,,,7,16,48,16,5,7230318,Traced,True,Leaves,,,,"{'OL(R)': {'pre': 7, 'post': 16, 'downstream': 48, 'upstream': 16, 'mito': 5, 'dark': 5}, 'ME(R)': {'pre': 7, 'post': 16, 'downstream': 48, 'upstream': 16, 'mito': 5, 'dark': 5}}",,"['ME(R)', 'OL(R)']","['ME(R)', 'OL(R)']"
2113,2224974373,,,22,43,145,43,18,31759613,Traced,True,Leaves,,,,"{'OL(R)': {'pre': 22, 'post': 43, 'downstream': 145, 'upstream': 43, 'mito': 17, 'dark': 15, 'medium': 2}, 'ME(R)': {'pre': 22, 'post': 43, 'downstream': 145, 'upstream': 43, 'mito': 16, 'dark': 14, 'medium': 2}}",,"['ME(R)', 'OL(R)']","['ME(R)', 'OL(R)']"
2114,2224977830,,,6,15,30,15,8,8098824,Traced,True,Leaves,,,,"{'OL(R)': {'pre': 6, 'post': 15, 'downstream': 30, 'upstream': 15, 'mito': 8, 'dark': 8}, 'ME(R)': {'pre': 6, 'post': 15, 'downstream': 30, 'upstream': 15, 'mito': 8, 'dark': 8}}",,"['ME(R)', 'OL(R)']","['ME(R)', 'OL(R)']"
2115,2224978076,,,3,4,11,4,1,2064169,Assign,,0.5assign,,,,"{'OL(R)': {'pre': 3, 'post': 4, 'downstream': 11, 'upstream': 4, 'mito': 1, 'dark': 1}, 'ME(R)': {'pre': 3, 'post': 4, 'downstream': 11, 'upstream': 4, 'mito': 1, 'dark': 1}}",,"['ME(R)', 'OL(R)']","['ME(R)', 'OL(R)']"
2116,2225306470,,,18,32,97,32,10,20149277,Traced,True,Leaves,,,,"{'OL(R)': {'pre': 18, 'post': 32, 'downstream': 97, 'upstream': 32, 'mito': 10, 'dark': 9, 'medium': 1}, 'ME(R)': {'pre': 18, 'post': 32, 'downstream': 97, 'upstream': 32, 'mito': 10, 'dark': 9, 'medium': 1}}",,"['ME(R)', 'OL(R)']","['ME(R)', 'OL(R)']"
2117,2225306722,,,2,6,14,6,1,2370745,Assign,,0.5assign,,,,"{'OL(R)': {'pre': 2, 'post': 6, 'downstream': 14, 'upstream': 6, 'mito': 1, 'dark': 1}, 'ME(R)': {'pre': 2, 'post': 6, 'downstream': 14, 'upstream': 6, 'mito': 1, 'dark': 1}}",,"['ME(R)', 'OL(R)']","['ME(R)', 'OL(R)']"
2118,2225306780,,,5,19,15,19,5,7619221,Traced,True,Leaves,,,,"{'OL(R)': {'pre': 5, 'post': 19, 'downstream': 15, 'upstream': 19, 'mito': 5, 'dark': 5}, 'ME(R)': {'pre': 5, 'post': 19, 'downstream': 15, 'upstream': 19, 'mito': 5, 'dark': 5}}",,"['ME(R)', 'OL(R)']","['ME(R)', 'OL(R)']"
2119,2225307296,,,3,5,19,5,2,2852718,Traced,True,Leaves,,,,"{'OL(R)': {'pre': 3, 'post': 5, 'downstream': 19, 'upstream': 5, 'mito': 2, 'dark': 2}, 'ME(R)': {'pre': 3, 'post': 5, 'downstream': 19, 'upstream': 5, 'mito': 2, 'dark': 2}}",,"['ME(R)', 'OL(R)']","['ME(R)', 'OL(R)']"
2120,2225307308,,,5,6,32,6,1,5051216,Traced,True,Leaves,,,,"{'OL(R)': {'pre': 5, 'post': 6, 'downstream': 32, 'upstream': 6, 'mito': 1, 'medium': 1}, 'ME(R)': {'pre': 5, 'post': 6, 'downstream': 32, 'upstream': 6, 'mito': 1, 'medium': 1}}",,"['ME(R)', 'OL(R)']","['ME(R)', 'OL(R)']"
2121,2225311167,,,13,39,88,39,13,26882955,Traced,True,Leaves,,,,"{'OL(R)': {'pre': 13, 'post': 39, 'downstream': 88, 'upstream': 39, 'mito': 13, 'dark': 7, 'medium': 6}, 'ME(R)': {'pre': 13, 'post': 39, 'downstream': 88, 'upstream': 39, 'mito': 13, 'dark': 7, 'medium': 6}}",,"['ME(R)', 'OL(R)']","['ME(R)', 'OL(R)']"
2122,2225311452,,,37,53,230,53,20,49046628,Traced,True,Leaves,,,,"{'OL(R)': {'pre': 37, 'post': 53, 'downstream': 230, 'upstream': 53, 'mito': 20, 'dark': 19, 'medium': 1}, 'ME(R)': {'pre': 37, 'post': 53, 'downstream': 230, 'upstream': 53, 'mito': 20, 'dark': 19, 'medium': 1}}",,"['ME(R)', 'OL(R)']","['ME(R)', 'OL(R)']"
2123,2225314517,,,2,2,13,2,1,2260574,Assign,,0.5assign,,,,"{'OL(R)': {'pre': 2, 'post': 2, 'downstream': 13, 'upstream': 2, 'mito': 1, 'dark': 1}, 'ME(R)': {'pre': 2, 'post': 2, 'downstream': 13, 'upstream': 2, 'mito': 1, 'dark': 1}}",,"['ME(R)', 'OL(R)']","['ME(R)', 'OL(R)']"
2124,2225314608,,,1,13,8,13,4,5762605,Assign,,0.5assign,,,,"{'OL(R)': {'pre': 1, 'post': 13, 'downstream': 8, 'upstream': 13, 'mito': 4, 'dark': 4}, 'ME(R)': {'pre': 1, 'post': 13, 'downstream': 8, 'upstream': 13, 'mito': 4, 'dark': 4}}",,"['ME(R)', 'OL(R)']","['ME(R)', 'OL(R)']"
2125,2225315801,,,2,3,12,3,1,1352866,Assign,,0.5assign,,,,"{'OL(R)': {'pre': 2, 'post': 3, 'downstream': 12, 'upstream': 3, 'mito': 1, 'dark': 1}, 'ME(R)': {'pre': 2, 'post': 3, 'downstream': 12, 'upstream': 3, 'mito': 1, 'dark': 1}}",,"['ME(R)', 'OL(R)']","['ME(R)', 'OL(R)']"
2126,2225646859,,,55,68,378,68,24,48627830,Traced,True,Leaves,,,,"{'OL(R)': {'pre': 55, 'post': 68, 'downstream': 378, 'upstream': 68, 'mito': 24, 'dark': 23, 'medium': 1}, 'ME(R)': {'pre': 55, 'post': 68, 'downstream': 378, 'upstream': 68, 'mito': 24, 'dark': 23, 'medium': 1}}",,"['ME(R)', 'OL(R)']","['ME(R)', 'OL(R)']"
2127,2225647228,,,4,5,25,5,1,3191089,Traced,True,Leaves,,,,"{'OL(R)': {'pre': 4, 'post': 5, 'downstream': 25, 'upstream': 5, 'mito': 1, 'dark': 1}, 'ME(R)': {'pre': 4, 'post': 5, 'downstream': 25, 'upstream': 5, 'mito': 1, 'dark': 1}}",,"['ME(R)', 'OL(R)']","['ME(R)', 'OL(R)']"
2128,2225647325,,,4,9,12,9,4,7465601,Traced,True,Leaves,,,,"{'OL(R)': {'pre': 4, 'post': 9, 'downstream': 12, 'upstream': 9, 'mito': 4, 'medium': 4}, 'ME(R)': {'pre': 4, 'post': 9, 'downstream': 12, 'upstream': 9, 'mito': 4, 'medium': 4}}",,"['ME(R)', 'OL(R)']","['ME(R)', 'OL(R)']"
2129,2225647433,,,8,29,51,29,14,24739889,Traced,True,Leaves,,,,"{'OL(R)': {'pre': 8, 'post': 29, 'downstream': 51, 'upstream': 29, 'mito': 14, 'dark': 13, 'medium': 1}, 'ME(R)': {'pre': 8, 'post': 29, 'downstream': 51, 'upstream': 29, 'mito': 14, 'dark': 13, 'medium': 1}}",,"['ME(R)', 'OL(R)']","['ME(R)', 'OL(R)']"
2130,2225647640,,,11,48,66,48,12,35795218,Traced,True,Leaves,,,,"{'OL(R)': {'pre': 11, 'post': 47, 'downstream': 66, 'upstream': 47, 'mito': 12, 'dark': 12}, 'ME(R)': {'pre': 11, 'post': 47, 'downstream': 66, 'upstream': 47, 'mito': 12, 'dark': 12}}",,"['ME(R)', 'OL(R)']","['ME(R)', 'OL(R)']"
2131,2225651875,,,88,99,499,99,17,112081363,Traced,True,Leaves,,,,"{'OL(R)': {'pre': 88, 'post': 99, 'downstream': 499, 'upstream': 99, 'mito': 17, 'dark': 12, 'medium': 5}, 'ME(R)': {'pre': 88, 'post': 99, 'downstream': 499, 'upstream': 99, 'mito': 17, 'dark': 12, 'medium': 5}}",,"['ME(R)', 'OL(R)']","['ME(R)', 'OL(R)']"
2132,2225651881,,,10,47,57,47,16,26855294,Traced,True,Leaves,,,,"{'OL(R)': {'pre': 10, 'post': 47, 'downstream': 57, 'upstream': 47, 'mito': 15, 'dark': 15}, 'ME(R)': {'pre': 10, 'post': 47, 'downstream': 57, 'upstream': 47, 'mito': 15, 'dark': 15}}",,"['ME(R)', 'OL(R)']","['ME(R)', 'OL(R)']"
2133,2225655610,,,17,28,82,28,10,21002890,Traced,True,Leaves,,,,"{'OL(R)': {'pre': 17, 'post': 28, 'downstream': 82, 'upstream': 28, 'mito': 10, 'dark': 10}, 'ME(R)': {'pre': 17, 'post': 28, 'downstream': 82, 'upstream': 28, 'mito': 10, 'dark': 10}}",,"['ME(R)', 'OL(R)']","['ME(R)', 'OL(R)']"
2134,2225656068,,,16,22,59,22,9,23751775,Traced,True,Leaves,,,,"{'OL(R)': {'pre': 16, 'post': 22, 'downstream': 59, 'upstream': 22, 'mito': 9, 'dark': 8, 'medium': 1}, 'ME(R)': {'pre': 16, 'post': 22, 'downstream': 59, 'upstream': 22, 'mito': 9, 'dark': 8, 'medium': 1}}",,"['ME(R)', 'OL(R)']","['ME(R)', 'OL(R)']"
2135,2225987985,,,4,3,28,3,0,1984094,Traced,True,Leaves,,,,"{'OL(R)': {'pre': 4, 'post': 3, 'downstream': 28, 'upstream': 3}, 'ME(R)': {'pre': 4, 'post': 3, 'downstream': 28, 'upstream': 3}}",,"['ME(R)', 'OL(R)']","['ME(R)', 'OL(R)']"
2136,2225988064,,,20,46,119,46,6,14100186,Traced,True,Leaves,,,,"{'OL(R)': {'pre': 20, 'post': 46, 'downstream': 119, 'upstream': 46, 'mito': 6, 'dark': 3, 'medium': 3}, 'ME(R)': {'pre': 20, 'post': 46, 'downstream': 119, 'upstream': 46, 'mito': 6, 'dark': 3, 'medium': 3}}",,"['ME(R)', 'OL(R)']","['ME(R)', 'OL(R)']"
