,bodyId,instance,type,pre,post,downstream,upstream,mito,size,status,cropped,statusLabel,cellBodyFiber,somaRadius,somaLocation,roiInfo,notes,inputRois,outputRois
1015,1976685479,,,4,5,13,5,6,11579318,Traced,True,Leaves,,,,"{'OL(R)': {'pre': 4, 'post': 5, 'downstream': 13, 'upstream': 5, 'mito': 6, 'dark': 6}, 'ME(R)': {'pre': 4, 'post': 5, 'downstream': 13, 'upstream': 5, 'mito': 6, 'dark': 6}}",,"['ME(R)', 'OL(R)']","['ME(R)', 'OL(R)']"
1016,1976685910,,,7,8,38,8,5,11497515,Traced,True,Leaves,,,,"{'OL(R)': {'pre': 7, 'post': 8, 'downstream': 38, 'upstream': 8, 'mito': 5, 'dark': 5}, 'ME(R)': {'pre': 7, 'post': 8, 'downstream': 38, 'upstream': 8, 'mito': 5, 'dark': 5}}",,"['ME(R)', 'OL(R)']","['ME(R)', 'OL(R)']"
1017,1976686134,,,4,10,25,10,3,7657863,Traced,True,Leaves,,,,"{'OL(R)': {'pre': 4, 'post': 10, 'downstream': 25, 'upstream': 10, 'mito': 3, 'dark': 3}, 'ME(R)': {'pre': 4, 'post': 10, 'downstream': 25, 'upstream': 10, 'mito': 3, 'dark': 3}}",,"['ME(R)', 'OL(R)']","['ME(R)', 'OL(R)']"
1018,1976686177,,,17,10,80,10,4,30515656,Traced,True,Leaves,,,,"{'OL(R)': {'pre': 17, 'post': 8, 'downstream': 80, 'upstream': 8, 'mito': 3, 'dark': 1, 'medium': 2}, 'ME(R)': {'pre': 17, 'post': 8, 'downstream': 80, 'upstream': 8, 'mito': 3, 'dark': 1, 'medium': 2}}",,"['ME(R)', 'OL(R)']","['ME(R)', 'OL(R)']"
1019,1976686324,,,4,3,26,3,1,5065799,Traced,True,Leaves,,,,"{'OL(R)': {'pre': 4, 'post': 3, 'downstream': 26, 'upstream': 3}, 'ME(R)': {'pre': 4, 'post': 3, 'downstream': 26, 'upstream': 3}}",,"['ME(R)', 'OL(R)']","['ME(R)', 'OL(R)']"
1020,1977026624,,,31,30,153,30,20,37132275,Traced,True,Leaves,,,,"{'OL(R)': {'pre': 31, 'post': 29, 'downstream': 153, 'upstream': 29, 'mito': 19, 'dark': 6, 'medium': 13}, 'ME(R)': {'pre': 31, 'post': 29, 'downstream': 153, 'upstream': 29, 'mito': 19, 'dark': 6, 'medium': 13}}",,"['ME(R)', 'OL(R)']","['ME(R)', 'OL(R)']"
1021,1977026839,,,6,2,22,2,2,11559449,Traced,True,Leaves,,,,"{'OL(R)': {'pre': 2, 'post': 2, 'downstream': 12, 'upstream': 2, 'mito': 1, 'medium': 1}, 'ME(R)': {'pre': 2, 'post': 2, 'downstream': 12, 'upstream': 2, 'mito': 1, 'medium': 1}}",,"['ME(R)', 'OL(R)']","['ME(R)', 'OL(R)']"
1022,1994532093,(PDM17)_R,,91,35,568,35,174,896456244,Traced,True,Leaves,PDM17,371.0,"[26771, 12978, 17960]","{'POC': {'pre': 5, 'post': 13, 'downstream': 17, 'upstream': 13, 'mito': 33, 'dark': 31, 'medium': 2}, 'VMNP': {'post': 9, 'upstream': 9, 'mito': 4, 'dark': 4}, 'SPS(R)': {'post': 1, 'upstream': 1, 'mito': 1, 'dark': 1}, 'IPS(R)': {'post': 8, 'upstream': 8, 'mito': 3, 'dark': 3}, 'OL(R)': {'pre': 79, 'post': 8, 'downstream': 528, 'upstream': 8, 'mito': 38, 'dark': 37, 'medium': 1}, 'ME(R)': {'pre': 74, 'post': 7, 'downstream': 505, 'upstream': 7, 'mito': 28, 'dark': 27, 'medium': 1}, 'AME(R)': {'post': 1, 'upstream': 1, 'mito': 9, 'dark': 9}, 'LO(R)': {'pre': 5, 'downstream': 23, 'mito': 1, 'dark': 1}}",,"['AME(R)', 'IPS(R)', 'ME(R)', 'OL(R)', 'POC', 'SPS(R)', 'VMNP']","['LO(R)', 'ME(R)', 'OL(R)', 'POC']"
1023,2003629215,,,53,64,335,64,5,38394570,Traced,True,Leaves,,,,"{'OL(R)': {'pre': 53, 'post': 64, 'downstream': 335, 'upstream': 64, 'mito': 5, 'dark': 3, 'medium': 2}, 'ME(R)': {'pre': 53, 'post': 64, 'downstream': 335, 'upstream': 64, 'mito': 5, 'dark': 3, 'medium': 2}}",,"['ME(R)', 'OL(R)']","['ME(R)', 'OL(R)']"
1024,2003632577,,,2,2,15,2,1,1193125,Assign,,0.5assign,,,,"{'OL(R)': {'pre': 2, 'post': 2, 'downstream': 15, 'upstream': 2, 'mito': 1, 'dark': 1}, 'ME(R)': {'pre': 2, 'post': 2, 'downstream': 15, 'upstream': 2, 'mito': 1, 'dark': 1}}",,"['ME(R)', 'OL(R)']","['ME(R)', 'OL(R)']"
1025,2003968690,,,3,16,8,16,0,9109599,Traced,True,Leaves,,,,"{'OL(R)': {'pre': 3, 'post': 16, 'downstream': 8, 'upstream': 16}, 'ME(R)': {'pre': 3, 'post': 16, 'downstream': 8, 'upstream': 16}}",,"['ME(R)', 'OL(R)']","['ME(R)', 'OL(R)']"
1026,2003969115,,,2,2,6,2,0,2714433,Assign,,0.5assign,,,,"{'OL(R)': {'pre': 2, 'post': 2, 'downstream': 6, 'upstream': 2}, 'ME(R)': {'pre': 2, 'post': 2, 'downstream': 6, 'upstream': 2}}",,"['ME(R)', 'OL(R)']","['ME(R)', 'OL(R)']"
1027,2003969217,,,2,23,10,23,8,20550302,Traced,True,Leaves,,,,"{'OL(R)': {'pre': 2, 'post': 23, 'downstream': 10, 'upstream': 23, 'mito': 8, 'dark': 8}, 'ME(R)': {'pre': 2, 'post': 23, 'downstream': 10, 'upstream': 23, 'mito': 8, 'dark': 8}}",,"['ME(R)', 'OL(R)']","['ME(R)', 'OL(R)']"
1028,2003969291,,,4,4,15,4,3,4083782,Traced,True,Leaves,,,,"{'OL(R)': {'pre': 4, 'post': 4, 'downstream': 15, 'upstream': 4, 'mito': 3, 'dark': 3}, 'ME(R)': {'pre': 4, 'post': 4, 'downstream': 15, 'upstream': 4, 'mito': 3, 'dark': 3}}",,"['ME(R)', 'OL(R)']","['ME(R)', 'OL(R)']"
1029,2003969302,,,5,24,32,24,3,6783588,Traced,True,Leaves,,,,"{'OL(R)': {'pre': 5, 'post': 24, 'downstream': 32, 'upstream': 24, 'mito': 3, 'dark': 3}, 'ME(R)': {'pre': 5, 'post': 24, 'downstream': 32, 'upstream': 24, 'mito': 3, 'dark': 3}}",,"['ME(R)', 'OL(R)']","['ME(R)', 'OL(R)']"
1030,2003969512,,,118,389,551,389,86,155751277,Traced,True,Leaves,,,,"{'OL(R)': {'pre': 118, 'post': 389, 'downstream': 551, 'upstream': 389, 'mito': 86, 'dark': 63, 'light': 1, 'medium': 22}, 'ME(R)': {'pre': 118, 'post': 389, 'downstream': 551, 'upstream': 389, 'mito': 86, 'dark': 63, 'light': 1, 'medium': 22}}",,"['ME(R)', 'OL(R)']","['ME(R)', 'OL(R)']"
1031,2003969520,,,6,6,26,6,9,23270056,Traced,True,Leaves,,,,"{'OL(R)': {'pre': 6, 'post': 6, 'downstream': 26, 'upstream': 6, 'mito': 8, 'dark': 8}, 'ME(R)': {'pre': 6, 'post': 6, 'downstream': 26, 'upstream': 6, 'mito': 8, 'dark': 8}}",,"['ME(R)', 'OL(R)']","['ME(R)', 'OL(R)']"
1032,2003969668,,,25,73,139,73,13,24300962,Traced,True,Leaves,,,,"{'OL(R)': {'pre': 25, 'post': 73, 'downstream': 139, 'upstream': 73, 'mito': 13, 'dark': 10, 'medium': 3}, 'ME(R)': {'pre': 25, 'post': 73, 'downstream': 139, 'upstream': 73, 'mito': 13, 'dark': 10, 'medium': 3}}",,"['ME(R)', 'OL(R)']","['ME(R)', 'OL(R)']"
1033,2003969806,,,79,211,405,211,48,136445252,Traced,True,Leaves,,,,"{'OL(R)': {'pre': 79, 'post': 211, 'downstream': 405, 'upstream': 211, 'mito': 48, 'dark': 42, 'medium': 6}, 'ME(R)': {'pre': 79, 'post': 211, 'downstream': 405, 'upstream': 211, 'mito': 48, 'dark': 42, 'medium': 6}}",,"['ME(R)', 'OL(R)']","['ME(R)', 'OL(R)']"
1034,2003969980,,,16,11,83,11,5,20664352,Traced,True,Leaves,,,,"{'OL(R)': {'pre': 16, 'post': 11, 'downstream': 83, 'upstream': 11, 'mito': 5, 'dark': 5}, 'ME(R)': {'pre': 16, 'post': 11, 'downstream': 83, 'upstream': 11, 'mito': 5, 'dark': 5}}",,"['ME(R)', 'OL(R)']","['ME(R)', 'OL(R)']"
1035,2003973167,,,15,27,93,27,6,14960215,Traced,True,Leaves,,,,"{'OL(R)': {'pre': 15, 'post': 27, 'downstream': 93, 'upstream': 27, 'mito': 4, 'dark': 4}, 'ME(R)': {'pre': 15, 'post': 27, 'downstream': 93, 'upstream': 27, 'mito': 4, 'dark': 4}}",,"['ME(R)', 'OL(R)']","['ME(R)', 'OL(R)']"
1036,2003973605,,,9,16,48,16,6,15124115,Traced,True,Leaves,,,,"{'OL(R)': {'pre': 9, 'post': 16, 'downstream': 48, 'upstream': 16, 'mito': 5, 'dark': 5}, 'ME(R)': {'pre': 9, 'post': 16, 'downstream': 48, 'upstream': 16, 'mito': 5, 'dark': 5}}",,"['ME(R)', 'OL(R)']","['ME(R)', 'OL(R)']"
1037,2003978498,,,104,103,666,103,24,80562923,Traced,True,Leaves,,,,"{'OL(R)': {'pre': 104, 'post': 100, 'downstream': 666, 'upstream': 100, 'mito': 20, 'dark': 17, 'medium': 3}, 'ME(R)': {'pre': 103, 'post': 100, 'downstream': 658, 'upstream': 100, 'mito': 20, 'dark': 17, 'medium': 3}, 'LO(R)': {'pre': 1, 'downstream': 8}}",,"['ME(R)', 'OL(R)']","['LO(R)', 'ME(R)', 'OL(R)']"
1038,2003978730,,,3,23,17,23,7,21529105,Traced,True,Leaves,,,,"{'OL(R)': {'pre': 3, 'post': 23, 'downstream': 17, 'upstream': 23, 'mito': 7, 'dark': 7}, 'LO(R)': {'post': 1, 'upstream': 1}, 'ME(R)': {'pre': 3, 'post': 22, 'downstream': 17, 'upstream': 22, 'mito': 7, 'dark': 7}}",,"['LO(R)', 'ME(R)', 'OL(R)']","['ME(R)', 'OL(R)']"
1039,2003978786,,,30,137,200,137,30,48653851,Traced,True,Leaves,,,,"{'OL(R)': {'pre': 30, 'post': 137, 'downstream': 200, 'upstream': 137, 'mito': 30, 'dark': 30}, 'ME(R)': {'pre': 30, 'post': 137, 'downstream': 200, 'upstream': 137, 'mito': 30, 'dark': 30}}",,"['ME(R)', 'OL(R)']","['ME(R)', 'OL(R)']"
1040,2003978922,,,17,24,97,24,25,88607322,Traced,True,Leaves,,270.0,"[1529, 29016, 31720]","{'OL(R)': {'pre': 17, 'post': 24, 'downstream': 97, 'upstream': 24, 'mito': 12, 'dark': 10, 'medium': 2}, 'ME(R)': {'pre': 17, 'post': 23, 'downstream': 97, 'upstream': 23, 'mito': 11, 'dark': 9, 'medium': 2}, 'AME(R)': {'post': 1, 'upstream': 1, 'mito': 1, 'dark': 1}}",,"['AME(R)', 'ME(R)', 'OL(R)']","['ME(R)', 'OL(R)']"
1041,2003982599,,,72,112,440,112,15,54801136,Traced,True,Leaves,,,,"{'OL(R)': {'pre': 72, 'post': 112, 'downstream': 440, 'upstream': 112, 'mito': 13, 'dark': 13}, 'ME(R)': {'pre': 72, 'post': 112, 'downstream': 440, 'upstream': 112, 'mito': 13, 'dark': 13}}",,"['ME(R)', 'OL(R)']","['ME(R)', 'OL(R)']"
1042,2003983100,,,4,31,20,31,11,29736880,Traced,True,Leaves,,,,"{'OL(R)': {'pre': 4, 'post': 31, 'downstream': 20, 'upstream': 31, 'mito': 11, 'dark': 11}, 'ME(R)': {'pre': 4, 'post': 31, 'downstream': 20, 'upstream': 31, 'mito': 10, 'dark': 10}}",,"['ME(R)', 'OL(R)']","['ME(R)', 'OL(R)']"
1043,2003986549,,,37,95,189,95,19,56659558,Traced,True,Leaves,,,,"{'OL(R)': {'pre': 37, 'post': 95, 'downstream': 189, 'upstream': 95, 'mito': 19, 'dark': 12, 'medium': 7}, 'ME(R)': {'pre': 37, 'post': 95, 'downstream': 189, 'upstream': 95, 'mito': 19, 'dark': 12, 'medium': 7}}",,"['ME(R)', 'OL(R)']","['ME(R)', 'OL(R)']"
1044,2003986729,,,19,43,95,43,15,47398568,Traced,True,Leaves,,,,"{'OL(R)': {'pre': 19, 'post': 43, 'downstream': 95, 'upstream': 43, 'mito': 14, 'dark': 14}, 'ME(R)': {'pre': 19, 'post': 43, 'downstream': 95, 'upstream': 43, 'mito': 14, 'dark': 14}}",,"['ME(R)', 'OL(R)']","['ME(R)', 'OL(R)']"
1045,2003986785,,,94,162,411,162,105,168665758,Traced,False,Roughly traced,,221.5,"[196, 21300, 17632]","{'OL(R)': {'pre': 94, 'post': 162, 'downstream': 411, 'upstream': 162, 'mito': 66, 'dark': 65, 'medium': 1}, 'ME(R)': {'pre': 94, 'post': 162, 'downstream': 411, 'upstream': 162, 'mito': 66, 'dark': 65, 'medium': 1}}",,"['ME(R)', 'OL(R)']","['ME(R)', 'OL(R)']"
1046,2004309874,,,26,80,120,80,18,45988852,Traced,True,Leaves,,,,"{'OL(R)': {'pre': 26, 'post': 80, 'downstream': 120, 'upstream': 80, 'mito': 18, 'dark': 16, 'medium': 2}, 'ME(R)': {'pre': 26, 'post': 80, 'downstream': 120, 'upstream': 80, 'mito': 18, 'dark': 16, 'medium': 2}}",,"['ME(R)', 'OL(R)']","['ME(R)', 'OL(R)']"
1047,2004310113,,,2,2,15,2,1,1455834,Traced,True,Leaves,,,,"{'OL(R)': {'pre': 2, 'post': 2, 'downstream': 15, 'upstream': 2, 'mito': 1, 'dark': 1}, 'ME(R)': {'pre': 2, 'post': 2, 'downstream': 15, 'upstream': 2, 'mito': 1, 'dark': 1}}",,"['ME(R)', 'OL(R)']","['ME(R)', 'OL(R)']"
1048,2004310238,,,27,50,181,50,12,31987547,Traced,True,Leaves,,,,"{'OL(R)': {'pre': 27, 'post': 50, 'downstream': 181, 'upstream': 50, 'mito': 12, 'dark': 9, 'medium': 3}, 'ME(R)': {'pre': 27, 'post': 50, 'downstream': 181, 'upstream': 50, 'mito': 12, 'dark': 9, 'medium': 3}}",,"['ME(R)', 'OL(R)']","['ME(R)', 'OL(R)']"
1049,2004310262,,,77,117,482,117,8,48477143,Traced,True,Leaves,,,,"{'OL(R)': {'pre': 77, 'post': 117, 'downstream': 482, 'upstream': 117, 'mito': 8, 'dark': 8}, 'ME(R)': {'pre': 77, 'post': 117, 'downstream': 482, 'upstream': 117, 'mito': 8, 'dark': 8}}",,"['ME(R)', 'OL(R)']","['ME(R)', 'OL(R)']"
1050,2004310311,,,2,4,12,4,1,1439180,Assign,,0.5assign,,,,"{'OL(R)': {'pre': 2, 'post': 4, 'downstream': 12, 'upstream': 4, 'mito': 1, 'medium': 1}, 'ME(R)': {'pre': 2, 'post': 4, 'downstream': 12, 'upstream': 4, 'mito': 1, 'medium': 1}}",,"['ME(R)', 'OL(R)']","['ME(R)', 'OL(R)']"
1051,2004310783,,,32,48,166,48,11,21171505,Traced,True,Leaves,,,,"{'OL(R)': {'pre': 32, 'post': 48, 'downstream': 166, 'upstream': 48, 'mito': 11, 'dark': 10, 'medium': 1}, 'ME(R)': {'pre': 32, 'post': 48, 'downstream': 166, 'upstream': 48, 'mito': 11, 'dark': 10, 'medium': 1}}",,"['ME(R)', 'OL(R)']","['ME(R)', 'OL(R)']"
1052,2004310901,,,2,4,10,4,1,1578305,Assign,,0.5assign,,,,"{'OL(R)': {'pre': 2, 'post': 4, 'downstream': 10, 'upstream': 4, 'mito': 1, 'dark': 1}, 'ME(R)': {'pre': 2, 'post': 4, 'downstream': 10, 'upstream': 4, 'mito': 1, 'dark': 1}}",,"['ME(R)', 'OL(R)']","['ME(R)', 'OL(R)']"
1053,2004310976,,,4,21,20,21,2,6438640,Traced,True,Leaves,,,,"{'OL(R)': {'pre': 4, 'post': 21, 'downstream': 20, 'upstream': 21, 'mito': 2, 'medium': 2}, 'ME(R)': {'pre': 4, 'post': 21, 'downstream': 20, 'upstream': 21, 'mito': 2, 'medium': 2}}",,"['ME(R)', 'OL(R)']","['ME(R)', 'OL(R)']"
1054,2004314968,,,8,49,37,49,9,38870027,Traced,True,Leaves,,,,"{'OL(R)': {'pre': 8, 'post': 49, 'downstream': 37, 'upstream': 49, 'mito': 8, 'dark': 8}, 'ME(R)': {'pre': 8, 'post': 49, 'downstream': 37, 'upstream': 49, 'mito': 8, 'dark': 8}}",,"['ME(R)', 'OL(R)']","['ME(R)', 'OL(R)']"
1055,2004315349,,,11,7,63,7,5,13402289,Traced,True,Leaves,,,,"{'OL(R)': {'pre': 11, 'post': 7, 'downstream': 63, 'upstream': 7, 'mito': 5, 'dark': 3, 'medium': 2}, 'ME(R)': {'pre': 11, 'post': 7, 'downstream': 63, 'upstream': 7, 'mito': 5, 'dark': 3, 'medium': 2}}",,"['ME(R)', 'OL(R)']","['ME(R)', 'OL(R)']"
1056,2004315999,,,16,41,70,41,16,41651491,Traced,True,Leaves,,,,"{'OL(R)': {'pre': 16, 'post': 41, 'downstream': 70, 'upstream': 41, 'mito': 16, 'dark': 16}, 'ME(R)': {'pre': 16, 'post': 41, 'downstream': 70, 'upstream': 41, 'mito': 16, 'dark': 16}}",,"['ME(R)', 'OL(R)']","['ME(R)', 'OL(R)']"
1057,2004318855,,,2,1,11,1,0,544965,Assign,,0.5assign,,,,"{'OL(R)': {'pre': 2, 'post': 1, 'downstream': 11, 'upstream': 1}, 'ME(R)': {'pre': 2, 'post': 1, 'downstream': 11, 'upstream': 1}}",,"['ME(R)', 'OL(R)']","['ME(R)', 'OL(R)']"
1058,2004319905,,,14,27,68,27,13,30487898,Traced,True,Leaves,,,,"{'OL(R)': {'pre': 14, 'post': 27, 'downstream': 68, 'upstream': 27, 'mito': 13, 'dark': 13}, 'ME(R)': {'pre': 14, 'post': 27, 'downstream': 68, 'upstream': 27, 'mito': 13, 'dark': 13}}",,"['ME(R)', 'OL(R)']","['ME(R)', 'OL(R)']"
1059,2004327717,,,27,43,174,43,18,44836534,Traced,True,Leaves,,,,"{'OL(R)': {'pre': 27, 'post': 42, 'downstream': 174, 'upstream': 42, 'mito': 18, 'dark': 11, 'medium': 7}, 'ME(R)': {'pre': 27, 'post': 42, 'downstream': 174, 'upstream': 42, 'mito': 18, 'dark': 11, 'medium': 7}}",,"['ME(R)', 'OL(R)']","['ME(R)', 'OL(R)']"
1060,2004651866,,,4,20,20,20,2,5142940,Traced,True,Leaves,,,,"{'OL(R)': {'pre': 4, 'post': 20, 'downstream': 20, 'upstream': 20, 'mito': 2, 'dark': 2}, 'ME(R)': {'pre': 4, 'post': 20, 'downstream': 20, 'upstream': 20, 'mito': 2, 'dark': 2}}",,"['ME(R)', 'OL(R)']","['ME(R)', 'OL(R)']"
1061,2004652030,,,23,68,154,68,19,31728257,Traced,True,Leaves,,,,"{'OL(R)': {'pre': 23, 'post': 68, 'downstream': 154, 'upstream': 68, 'mito': 19, 'dark': 18, 'medium': 1}, 'ME(R)': {'pre': 23, 'post': 68, 'downstream': 154, 'upstream': 68, 'mito': 19, 'dark': 18, 'medium': 1}}",,"['ME(R)', 'OL(R)']","['ME(R)', 'OL(R)']"
1062,2004652192,,,10,20,54,20,2,8291553,Traced,True,Leaves,,,,"{'OL(R)': {'pre': 10, 'post': 20, 'downstream': 54, 'upstream': 20, 'mito': 2, 'dark': 2}, 'ME(R)': {'pre': 10, 'post': 20, 'downstream': 54, 'upstream': 20, 'mito': 2, 'dark': 2}}",,"['ME(R)', 'OL(R)']","['ME(R)', 'OL(R)']"
1063,2004655348,,,32,31,216,31,11,21540736,Traced,True,Leaves,,,,"{'OL(R)': {'pre': 32, 'post': 31, 'downstream': 216, 'upstream': 31, 'mito': 10, 'dark': 10}, 'ME(R)': {'pre': 32, 'post': 31, 'downstream': 216, 'upstream': 31, 'mito': 10, 'dark': 10}}",,"['ME(R)', 'OL(R)']","['ME(R)', 'OL(R)']"
1064,2004657101,,,61,157,323,157,38,53995467,Traced,True,Leaves,,,,"{'OL(R)': {'pre': 61, 'post': 157, 'downstream': 323, 'upstream': 157, 'mito': 38, 'dark': 36, 'medium': 2}, 'ME(R)': {'pre': 61, 'post': 157, 'downstream': 323, 'upstream': 157, 'mito': 38, 'dark': 36, 'medium': 2}}",,"['ME(R)', 'OL(R)']","['ME(R)', 'OL(R)']"
1065,2004657121,,,3,3,9,3,1,1293791,Assign,,0.5assign,,,,"{'OL(R)': {'pre': 3, 'post': 3, 'downstream': 9, 'upstream': 3, 'mito': 1, 'dark': 1}, 'ME(R)': {'pre': 3, 'post': 3, 'downstream': 9, 'upstream': 3, 'mito': 1, 'dark': 1}}",,"['ME(R)', 'OL(R)']","['ME(R)', 'OL(R)']"
1066,2004657150,,,28,14,115,14,9,21154212,Traced,True,Leaves,,,,"{'OL(R)': {'pre': 28, 'post': 14, 'downstream': 115, 'upstream': 14, 'mito': 9, 'dark': 8, 'medium': 1}, 'ME(R)': {'pre': 28, 'post': 14, 'downstream': 115, 'upstream': 14, 'mito': 9, 'dark': 8, 'medium': 1}}",,"['ME(R)', 'OL(R)']","['ME(R)', 'OL(R)']"
1067,2004659926,,,3,2,17,2,1,5052587,Assign,,0.5assign,,,,"{'OL(R)': {'pre': 3, 'post': 2, 'downstream': 17, 'upstream': 2, 'mito': 1, 'dark': 1}, 'ME(R)': {'pre': 3, 'post': 2, 'downstream': 17, 'upstream': 2, 'mito': 1, 'dark': 1}}",,"['ME(R)', 'OL(R)']","['ME(R)', 'OL(R)']"
1068,2004660694,,,128,317,644,317,84,224464575,Traced,True,Leaves,,,,"{'OL(R)': {'pre': 128, 'post': 317, 'downstream': 644, 'upstream': 317, 'mito': 82, 'dark': 69, 'medium': 13}, 'ME(R)': {'pre': 128, 'post': 317, 'downstream': 644, 'upstream': 317, 'mito': 82, 'dark': 69, 'medium': 13}}",,"['ME(R)', 'OL(R)']","['ME(R)', 'OL(R)']"
1069,2004664078,,,2,17,7,17,1,2287725,Orphan,,Orphan,,,,"{'OL(R)': {'pre': 2, 'post': 17, 'downstream': 7, 'upstream': 17, 'mito': 1, 'dark': 1}, 'ME(R)': {'pre': 2, 'post': 17, 'downstream': 7, 'upstream': 17, 'mito': 1, 'dark': 1}}",,"['ME(R)', 'OL(R)']","['ME(R)', 'OL(R)']"
1070,2004665019,,,15,15,121,15,7,21074694,Traced,True,Leaves,,,,"{'OL(R)': {'pre': 15, 'post': 15, 'downstream': 121, 'upstream': 15, 'mito': 6, 'dark': 1, 'medium': 5}, 'ME(R)': {'pre': 15, 'post': 15, 'downstream': 121, 'upstream': 15, 'mito': 6, 'dark': 1, 'medium': 5}}",,"['ME(R)', 'OL(R)']","['ME(R)', 'OL(R)']"
1071,2004665159,,,8,8,50,8,5,9316777,Traced,True,Leaves,,,,"{'OL(R)': {'pre': 8, 'post': 8, 'downstream': 50, 'upstream': 8, 'mito': 5, 'dark': 5}, 'ME(R)': {'pre': 8, 'post': 8, 'downstream': 50, 'upstream': 8, 'mito': 5, 'dark': 5}}",,"['ME(R)', 'OL(R)']","['ME(R)', 'OL(R)']"
1072,2004991968,,,28,28,162,28,10,22955955,Traced,True,Leaves,,,,"{'OL(R)': {'pre': 28, 'post': 28, 'downstream': 162, 'upstream': 28, 'mito': 8, 'dark': 6, 'medium': 2}, 'ME(R)': {'pre': 28, 'post': 28, 'downstream': 162, 'upstream': 28, 'mito': 8, 'dark': 6, 'medium': 2}}",,"['ME(R)', 'OL(R)']","['ME(R)', 'OL(R)']"
1073,2004992089,,,3,2,16,2,2,2258562,Traced,True,Leaves,,,,"{'OL(R)': {'pre': 3, 'post': 2, 'downstream': 16, 'upstream': 2, 'mito': 2, 'dark': 1, 'medium': 1}, 'ME(R)': {'pre': 3, 'post': 2, 'downstream': 16, 'upstream': 2, 'mito': 2, 'dark': 1, 'medium': 1}}",,"['ME(R)', 'OL(R)']","['ME(R)', 'OL(R)']"
1074,2004992335,,,2,2,10,2,0,585187,Assign,,0.5assign,,,,"{'OL(R)': {'pre': 2, 'post': 2, 'downstream': 10, 'upstream': 2}, 'ME(R)': {'pre': 2, 'post': 2, 'downstream': 10, 'upstream': 2}}",,"['ME(R)', 'OL(R)']","['ME(R)', 'OL(R)']"
1075,2004992336,,,3,1,13,1,1,1710270,Assign,,0.5assign,,,,"{'OL(R)': {'pre': 3, 'post': 1, 'downstream': 13, 'upstream': 1, 'mito': 1, 'dark': 1}, 'ME(R)': {'pre': 3, 'post': 1, 'downstream': 13, 'upstream': 1, 'mito': 1, 'dark': 1}}",,"['ME(R)', 'OL(R)']","['ME(R)', 'OL(R)']"
1076,2004992779,,,2,3,17,3,1,1955853,Traced,True,Leaves,,,,"{'OL(R)': {'pre': 2, 'post': 3, 'downstream': 17, 'upstream': 3, 'mito': 1, 'medium': 1}, 'ME(R)': {'pre': 2, 'post': 3, 'downstream': 17, 'upstream': 3, 'mito': 1, 'medium': 1}}",,"['ME(R)', 'OL(R)']","['ME(R)', 'OL(R)']"
1077,2004992783,,,2,1,11,1,1,3046132,Traced,True,Leaves,,,,"{'OL(R)': {'pre': 2, 'post': 1, 'downstream': 11, 'upstream': 1, 'mito': 1, 'dark': 1}, 'ME(R)': {'pre': 2, 'post': 1, 'downstream': 11, 'upstream': 1, 'mito': 1, 'dark': 1}}",,"['ME(R)', 'OL(R)']","['ME(R)', 'OL(R)']"
1078,2004992813,,,3,3,11,3,1,1205329,Assign,,0.5assign,,,,"{'OL(R)': {'pre': 3, 'post': 3, 'downstream': 11, 'upstream': 3, 'mito': 1, 'dark': 1}, 'ME(R)': {'pre': 3, 'post': 3, 'downstream': 11, 'upstream': 3, 'mito': 1, 'dark': 1}}",,"['ME(R)', 'OL(R)']","['ME(R)', 'OL(R)']"
1079,2004993038,,,31,125,180,125,21,43455692,Traced,True,Leaves,,,,"{'OL(R)': {'pre': 31, 'post': 125, 'downstream': 180, 'upstream': 125, 'mito': 21, 'dark': 16, 'medium': 5}, 'ME(R)': {'pre': 31, 'post': 125, 'downstream': 180, 'upstream': 125, 'mito': 21, 'dark': 16, 'medium': 5}}",,"['ME(R)', 'OL(R)']","['ME(R)', 'OL(R)']"
1080,2004993055,,,3,2,15,2,0,1515846,Traced,True,Leaves,,,,"{'OL(R)': {'pre': 3, 'post': 2, 'downstream': 15, 'upstream': 2}, 'ME(R)': {'pre': 3, 'post': 2, 'downstream': 15, 'upstream': 2}}",,"['ME(R)', 'OL(R)']","['ME(R)', 'OL(R)']"
1081,2004993084,,,13,41,60,41,7,15900702,Traced,True,Leaves,,,,"{'OL(R)': {'pre': 13, 'post': 41, 'downstream': 60, 'upstream': 41, 'mito': 7, 'dark': 6, 'medium': 1}, 'ME(R)': {'pre': 13, 'post': 41, 'downstream': 60, 'upstream': 41, 'mito': 7, 'dark': 6, 'medium': 1}}",,"['ME(R)', 'OL(R)']","['ME(R)', 'OL(R)']"
1082,2004993370,,,4,2,38,2,1,4557087,Traced,True,Leaves,,,,"{'OL(R)': {'pre': 4, 'post': 2, 'downstream': 38, 'upstream': 2, 'mito': 1, 'medium': 1}, 'ME(R)': {'pre': 4, 'post': 2, 'downstream': 38, 'upstream': 2, 'mito': 1, 'medium': 1}}",,"['ME(R)', 'OL(R)']","['ME(R)', 'OL(R)']"
