,bodyId_1,bodyId_2,minimum_distance_threshold
731,1381565604,1381566122,3.0
732,1381565604,1381566531,2.0
733,1381565604,1381566701,10.0
734,1381565604,1412605227,2.0
735,1381565604,1412942197,2.0
736,1381565604,1412946821,10.0
737,1381565604,1443295027,2.0
738,1381565604,1443980951,4.0
739,1381565604,1475012534,0.85
740,1381565604,1786047211,4.0
741,1381565835,1381565860,10.0
742,1381565835,1381907334,10.0
743,1381565835,1381907656,10.0
744,1381565835,1381911742,3.0
745,1381565835,1412259356,3.0
746,1381565835,1412600835,10.0
747,1381565835,1412942197,4.0
748,1381565835,1444317877,15.0
749,1381565835,1474671218,4.0
750,1381565835,1755354015,2.0
751,1381565860,1381566310,10.0
752,1381566055,1381566122,4.0
753,1381566055,1381566395,10.0
754,1381566055,1381566531,3.0
755,1381566055,1412945906,4.0
756,1381566063,1381566122,2.0
757,1381566063,1381566310,25.0
758,1381566063,1381566893,2.0
759,1381566063,1381907334,3.0
760,1381566063,1412259287,2.0
761,1381566063,1412600900,2.0
762,1381566063,1412605227,30.0
763,1381566063,1412941467,10.0
764,1381566063,1412941991,20.0
765,1381566063,1412942029,5.0
766,1381566063,1443977215,5.0
767,1381566063,1568798963,4.0
768,1381566063,1724660135,5.0
769,1381566063,1755354015,2.0
770,1381566122,1381566531,25.0
771,1381566122,1412605227,4.0
772,1381566122,1412942122,40.0
773,1381566122,1412942197,4.0
774,1381566122,1412945906,0.0
775,1381566122,1443295027,4.0
776,1381566122,1443981035,5.0
777,1381566122,1475012534,4.0
778,1381566122,1568798963,2.0
779,1381566122,1661904163,3.0
780,1381566122,1786047211,3.0
781,1381566310,1381566395,4.0
782,1381566310,1381566531,4.0
783,1381566310,1381566601,3.0
784,1381566310,1724660135,5.0
785,1381566395,1381566531,5.0
786,1381566531,1381566701,10.0
787,1381566531,1381566893,5.0
788,1381566531,1381907344,10.0
789,1381566531,1412259287,2.0
790,1381566531,1412600535,4.0
791,1381566531,1412600900,3.0
792,1381566531,1412941693,10.0
793,1381566531,1474671218,0.77
794,1381566531,1724660135,4.0
795,1381566601,1381566893,4.0
796,1381566601,1381907334,10.0
797,1381566601,1412600535,10.0
798,1381566601,1412600900,10.0
799,1381566601,1474671218,15.0
800,1381566601,1568798963,10.0
801,1381566601,1724660135,5.0
802,1381566701,1412259287,5.0
803,1381566701,1412600535,10.0
804,1381566893,1412259287,3.0
805,1381566893,1412600835,20.0
806,1381566893,1568798963,2.0
807,1381906702,1443639836,4.0
808,1381906702,1443977192,10.0
809,1381906702,1568798963,4.0
810,1381906809,1412945906,5.0
811,1381907344,1412259287,4.0
812,1381907656,1474671218,20.0
813,1381911742,1412605227,3.0
814,1381911742,1412942197,10.0
815,1381911742,1755354015,0.97
816,1409959713,1604440343,3.0
817,1409959713,5813021196,3.0
818,1409959713,5813040744,20.0
819,1409959713,5813070050,10.0
820,1409959713,7112616299,10.0
821,1412259287,1412600835,10.0
822,1412259287,1412942029,10.0
823,1412600535,1412600835,5.0
824,1412600835,1413282896,2.0
825,1412600835,1443635332,10.0
826,1412600835,1443977192,4.0
827,1412600835,1474671218,15.0
828,1412600835,1475012565,10.0
829,1412600835,1661904163,5.0
830,1412600900,1412941991,5.0
831,1412600900,1412942197,5.0
832,1412600900,1412942452,4.0
833,1412600900,5812991617,30.0
834,1412601360,1412942959,3.0
835,1412605227,1412605536,2.0
836,1412605227,1412941991,0.93
837,1412605227,1412942197,2.0
838,1412605227,1412942452,4.0
839,1412605227,1412942959,2.0
840,1412605227,1412945906,0.82
841,1412605227,1413283245,3.0
842,1412605227,1443294334,2.0
843,1412605227,1443295027,4.0
844,1412605227,1443639836,3.0
845,1412605227,1443977017,2.0
846,1412605227,1443977119,25.0
847,1412605227,1443977215,3.0
848,1412605227,1443977275,4.0
849,1412605227,1443977350,15.0
850,1412605227,1443980951,2.0
851,1412605227,1443981035,2.0
852,1412605227,1444317877,2.0
853,1412605227,1475012534,2.0
854,1412605227,1475015535,2.0
855,1412605227,1475352322,3.0
856,1412605227,1506729511,10.0
857,1412605227,1568798963,2.0
858,1412605227,1724660135,3.0
859,1412605227,1786047211,2.0
860,1412605536,1413283073,20.0
861,1412605536,1443294334,10.0
862,1412605536,1443295027,2.0
863,1412605536,1443636526,15.0
864,1412605536,1443976827,4.0
865,1412605536,1474670164,3.0
866,1412605536,1475012100,10.0
867,1412605536,1475012565,10.0
868,1412605536,1475015535,2.0
869,1412605536,1475016850,10.0
870,1412605536,1475353126,5.0
871,1412605536,1506729511,3.0
872,1412605536,1507073698,3.0
873,1412605536,1630868144,10.0
874,1412605536,1661904163,3.0
875,1412605536,1755354015,2.0
876,1412605536,1786047211,3.0
877,1412941467,1412942197,15.0
878,1412941467,1443977215,15.0
